task_name,program,search_time,evaluation_time,nb_programs,cumulative_probability,probability
(AT_LEAST_1 3 IS_BLUE),(AT_LEAST_1 3 IS_BLUE var0),0.013172455000130867,0.022420890004468674,152,0.3836816662600993,0.0012516414886765556
(AT_LEAST_1 3 IS_BLUE),(OR (EVEN_1 IS_FLAT) (AT_LEAST_1 3 IS_BLUE) var0),0.9937611079294584,2.021137044963325,10955,0.8890619864030975,5.150672457942798e-06
(AT_LEAST_1 3 IS_BLUE),(OR (EXACTLY_1 3 IS_BLUE) (ODD_2 IS_RED IS_UPSIDE_DOWN) var0),1.2760035309365776,2.8433575169310643,15130,0.9069184535584585,3.550124460961724e-06
(AT_LEAST_1 3 IS_BLUE),(OR (AT_LEAST_1 3 IS_BLUE) (EXACTLY_2 2 IS_BLUE IS_PYRAMID) var0),1.4159363889311862,3.253814254923782,17113,0.9134023174344942,3.010117604201432e-06
(AT_LEAST_1 3 IS_BLUE),(OR (AT_LEAST_1 3 IS_BLUE) (MORE_THAN IS_PYRAMID IS_PYRAMID) var0),1.447572025936097,3.3375486679187816,17557,0.9147191355152475,2.9214601566585162e-06
(AT_LEAST_1 3 IS_BLUE),(OR (EXACTLY_1 3 IS_BLUE) (EVEN_2 IS_BLUE IS_UPRIGHT) var0),1.4635777479370518,3.3879763799195644,17802,0.9154281628476811,2.8659364506535027e-06
(AT_LEAST_1 3 IS_BLUE),(OR (AT_LEAST_1 3 IS_BLUE) (EVEN_2 IS_BLUE IS_PYRAMID) var0),1.6155932589254007,3.829663502911899,19986,0.9212293880597417,2.4597803071597673e-06
(AT_LEAST_1 3 IS_BLUE),(OR (AT_LEAST_1 3 IS_BLUE) (MORE_THAN IS_BLOCK IS_BLOCK) var0),1.647718893930687,3.9116877659098463,20467,0.9223921362931291,2.3767034583741307e-06
(AT_LEAST_1 3 IS_BLUE),(OR (EVEN_1 IS_UPSIDE_DOWN) (AT_LEAST_1 3 IS_BLUE) var0),1.7630331499394742,4.236852425903635,22078,0.9260316726594909,2.152069447758206e-06
(AT_LEAST_1 3 IS_BLUE),(OR (EXACTLY_1 3 IS_BLUE) (EXACTLY_1 3 IS_PYRAMID) var0),1.7947918279487567,4.3264275068986535,22534,0.9269989053491811,2.092269612662236e-06
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (ODD_1 IS_CHEESECAKE) (MORE_THAN IS_FLAT IS_VERTICAL) var0),6.408658825128441,9.904684839001675,95022,0.9748410145760624,1.95022536028484e-07
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (AT_LEAST_1 2 IS_WEDGE) (MORE_THAN IS_HORIZONTAL IS_VERTICAL) var0),11.520977147240956,16.16595748396412,171367,0.9829538348619524,5.590437245039187e-08
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (EXACTLY_1 1 IS_CHEESECAKE) (MORE_THAN IS_FLAT IS_VERTICAL) var0),12.09025781024502,16.795500689006985,179086,0.9833662209895658,5.1072372719013084e-08
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL) var0),12.73436913527803,18.46843626001555,188387,0.9838168268217691,4.591982305002672e-08
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (ODD_1 IS_CHEESECAKE) (MORE_THAN IS_HORIZONTAL IS_VERTICAL) var0),14.141419625296294,19.926725496072322,210259,0.9847144605147411,3.6815947018353784e-08
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (EXACTLY_1 2 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL) var0),16.029081404279168,21.89629820202481,238335,0.9856325166801744,2.9035203252836794e-08
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (EVEN_1 IS_WEDGE) (MORE_THAN IS_HORIZONTAL IS_VERTICAL) var0),18.48969141831276,24.478481852019286,275764,0.9865834120834533,2.225757016892515e-08
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (AT_LEAST_1 1 IS_CHEESECAKE) (MORE_THAN IS_FLAT IS_VERTICAL) var0),22.396009998326008,28.4360295469869,331903,0.9876412433394917,1.602298627336558e-08
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (EXACTLY_1 2 IS_WEDGE) (MORE_THAN IS_HORIZONTAL IS_VERTICAL) var0),28.371823909355953,35.704160773073454,418643,0.9887845113562114,1.0960090076502632e-08
(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_VERTICAL)),(OR (EXACTLY_1 1 IS_CHEESECAKE) (MORE_THAN IS_HORIZONTAL IS_VERTICAL) var0),30.89514164648699,39.63081358301406,455555,0.9891636732736541,9.641335849771632e-09
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(EVEN_2 IS_YELLOW IS_PYRAMID var0),0.002647003002493875,0.006798398998398625,54,0.21388802972414928,0.00258162978142363
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(EXACTLY_2 2 IS_YELLOW IS_PYRAMID var0),0.009394845008500852,0.022981989004620118,179,0.4148802583035323,0.0010710759744541533
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID var0),0.009742576007738535,0.024204156003179378,186,0.4221618839613668,0.0010290781770561043
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_2 2 IS_YELLOW IS_PYRAMID) var0),0.7399763110361164,1.4212624139936452,10801,0.8882629921172589,5.231461986881008e-06
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(OR (EVEN_1 IS_BLUE) (AT_LEAST_2 2 IS_YELLOW IS_PYRAMID) var0),0.7535940920352004,1.4546453549983198,11012,0.8893546367311621,5.115417035609916e-06
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(OR (EVEN_1 IS_PYRAMID) (EXACTLY_2 2 IS_YELLOW IS_PYRAMID) var0),0.9760587610089715,2.0202174349951747,14612,0.9050411856625309,3.7047855881017684e-06
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(OR (EVEN_1 IS_BLUE) (EXACTLY_2 2 IS_YELLOW IS_PYRAMID) var0),0.9920338560114033,2.06753739299711,14870,0.9059861523012126,3.6226055657448757e-06
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(OR (EXACTLY_1 2 IS_PYRAMID) (AT_LEAST_2 2 IS_YELLOW IS_PYRAMID) var0),1.061487286996453,2.240721579991259,15964,0.9097755155665039,3.307864708735873e-06
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_UPRIGHT) var0),1.1956470160093886,2.548756292983853,17962,0.9158843828300671,2.8353097173109777e-06
(AT_LEAST_2 2 IS_YELLOW IS_PYRAMID),(OR (EXACTLY_1 2 IS_BLUE) (AT_LEAST_2 2 IS_YELLOW IS_PYRAMID) var0),1.198614878007902,2.558750893981596,18006,0.9160089321737764,2.825919364613546e-06
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(AT_LEAST_2 2 IS_RED IS_GROUNDED var0),0.03563287399992987,0.06832254400887905,331,0.5299049853639819,0.0005257105267638576
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(AT_LEAST_2 2 IS_RED IS_HORIZONTAL var0),0.09549619198514847,0.140679129007367,972,0.6889922623514084,0.00013240060603525753
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(EVEN_INTERACTION (POINTING IS_RED IS_FLAT) var0),0.14036605397723179,0.18470576999789046,1454,0.7382289031979816,7.758472558086185e-05
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(AT_LEAST_1 2 IS_RED var0),0.15850288597812323,0.20728480799698445,1646,0.7518092534261341,6.398876545409139e-05
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(OR (EVEN_1 IS_RED) (AT_LEAST_1 2 IS_RED) var0),0.22059850596906472,0.2859085449917984,2317,0.7846170171302567,3.783449288777925e-05
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(OR (AT_LEAST_1 2 IS_RED) (AT_LEAST_1 2 IS_RED) var0),0.22416463997251412,0.2908210249943295,2351,0.7858835422454477,3.6917835520588045e-05
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(EVEN_INTERACTION (POINTING IS_RED IS_HORIZONTAL) var0),0.2546639069751109,0.3495283069969446,2730,0.7984178616076031,2.9952753205100792e-05
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(AT_LEAST_INTERACTION 1 (POINTING IS_RED IS_FLAT) var0),0.2857975569768314,0.39870059799977753,3099,0.8084316118207238,2.450616559401257e-05
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(OR (EVEN_1 IS_VERTICAL) (AT_LEAST_1 2 IS_RED) var0),0.30847546897803113,0.45105432299624226,3405,0.8154672299569434,2.164331471388253e-05
(EVEN_INTERACTION (POINTING IS_RED IS_FLAT)),(OR (AT_LEAST_1 2 IS_RED) (MORE_THAN IS_PYRAMID IS_PYRAMID) var0),0.3163610969804722,0.4673655790011253,3506,0.8176130348420891,2.082858884813048e-05
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(AT_LEAST_1 3 IS_RED var0),0.1010368619899964,0.1233979350208756,1241,0.7195335735284135,9.802852807526536e-05
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_RED) var0),0.49868044701452163,0.9154484560112905,6144,0.8550167775842001,1.0100893567683212e-05
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (AT_LEAST_1 3 IS_RED) (AT_LEAST_2 1 IS_YELLOW IS_FLAT) var0),0.5423132210253243,1.025387907030563,6715,0.8604724344622371,9.089243072683928e-06
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (AT_LEAST_1 3 IS_RED) (EVEN_2 IS_BLUE IS_BLOCK) var0),0.5675918610249937,1.097013419034738,7066,0.8635662203509075,8.532419881025096e-06
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (EVEN_1 IS_YELLOW) (AT_LEAST_1 3 IS_RED) var0),0.5951754010184231,1.1687291440448462,7480,0.8669723997964888,7.947578455823884e-06
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (AT_LEAST_1 3 IS_RED) (EXACTLY_2 2 IS_BLUE IS_PYRAMID) var0),0.6435738820146071,1.2985714450551313,8145,0.8719998838484768,7.195387944751463e-06
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (AT_LEAST_1 3 IS_RED) (MORE_THAN IS_PYRAMID IS_PYRAMID) var0),0.6592284130138069,1.3471331650544016,8374,0.8736230696393757,6.983461098978948e-06
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (EXACTLY_1 2 IS_PYRAMID) (AT_LEAST_1 3 IS_RED) var0),0.7073348250087292,1.4773403990693623,9080,0.8783361215061634,6.386816810104915e-06
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (AT_LEAST_1 3 IS_RED) (EVEN_2 IS_BLUE IS_PYRAMID) var0),0.7531381860244437,1.622501131082572,9759,0.8824857788458759,5.879861153654131e-06
(AND (AT_LEAST_1 3 IS_RED) (EXACTLY_1 1 IS_PYRAMID)),(OR (AT_LEAST_1 3 IS_RED) (EXACTLY_2 2 IS_BLUE IS_HORIZONTAL) var0),0.7532209830251304,1.6242327670825034,9760,0.8824916584640592,5.879618183332864e-06
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(MORE_THAN IS_WEDGE IS_CHEESECAKE var0),0.019941037997341482,0.03456977700807329,204,0.4395640804477467,0.0009230899942614837
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (AT_LEAST_1 2 IS_WEDGE) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),0.8256595749944609,1.791858678002427,11118,0.8898934775568907,5.05350152867854e-06
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (EVEN_1 IS_WEDGE) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),1.6565798459514554,4.188165100978949,23162,0.9282869923912047,2.011983544146809e-06
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (EXACTLY_1 3 IS_PYRAMID) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),1.7314562029241642,4.407678924989341,23923,0.9297835118545072,1.922242906656089e-06
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (AT_LEAST_1 3 IS_WEDGE) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),1.8862545389210936,4.867238391991123,26354,0.9341675485197276,1.6943518293199335e-06
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (EXACTLY_1 2 IS_CHEESECAKE) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),2.1915352848945986,5.757560323980215,31166,0.9413917234715912,1.334236388752772e-06
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (EVEN_1 IS_CHEESECAKE) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),2.561569748879265,6.850802016999296,36602,0.9478313985467032,1.0496120388192525e-06
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (EXACTLY_1 2 IS_WEDGE) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),2.6512445219086658,7.131254050984353,37838,0.9490916222121981,9.907424009794701e-07
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (EXACTLY_1 3 IS_CHEESECAKE) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),2.674751139910768,7.1981815149811155,38149,0.9493977153399278,9.771687077609363e-07
(MORE_THAN IS_WEDGE IS_CHEESECAKE),(OR (EXACTLY_1 3 IS_WEDGE) (MORE_THAN IS_WEDGE IS_CHEESECAKE) var0),3.226943960900826,8.79241454899693,46076,0.9560748440625851,7.256004107293651e-07
(MORE_THAN IS_UPRIGHT IS_YELLOW),(MORE_THAN IS_UPRIGHT IS_YELLOW var0),0.01225655599955644,0.02070478900168382,203,0.4386409977806301,0.0009276884577501058
(MORE_THAN IS_UPRIGHT IS_YELLOW),(MORE_THAN IS_VERTICAL IS_YELLOW var0),0.014666631996988144,0.025817839004048437,239,0.4700641450859482,0.0008285218654575211
(MORE_THAN IS_UPRIGHT IS_YELLOW),(OR (EVEN_1 IS_UPRIGHT) (MORE_THAN IS_UPRIGHT IS_YELLOW) var0),0.45418442502977996,0.7050462379866076,5995,0.8534876309716668,1.0427389966892506e-05
(MORE_THAN IS_UPRIGHT IS_YELLOW),(OR (EVEN_1 IS_BLUE) (MORE_THAN IS_UPRIGHT IS_YELLOW) var0),0.45551272703050927,0.7097678059881218,6014,0.8536853060230717,1.0391430356559343e-05
(MORE_THAN IS_UPRIGHT IS_YELLOW),(OR (EXACTLY_1 2 IS_BLUE) (MORE_THAN IS_UPRIGHT IS_YELLOW) var0),0.7309889709995332,1.3343738219609804,9995,0.883856059679341,5.740557234378611e-06
(MORE_THAN IS_UPRIGHT IS_YELLOW),(OR (AT_LEAST_1 2 IS_BLUE) (MORE_THAN IS_UPRIGHT IS_YELLOW) var0),0.7581877560069188,1.4007896609518866,10408,0.8861639699179584,5.447960327763035e-06
(MORE_THAN IS_UPRIGHT IS_YELLOW),(OR (EXACTLY_1 3 IS_PYRAMID) (MORE_THAN IS_UPRIGHT IS_YELLOW) var0),0.8260716280019551,1.5521686329720978,11423,0.8914147586664041,4.921288149429573e-06
(MORE_THAN IS_UPRIGHT IS_YELLOW),(OR (AT_LEAST_1 3 IS_RED) (MORE_THAN IS_UPRIGHT IS_YELLOW) var0),0.9125729540191969,1.7731556389671823,12727,0.8974529560761826,4.366323219000524e-06
(MORE_THAN IS_UPRIGHT IS_YELLOW),(OR (AT_LEAST_1 3 IS_WEDGE) (MORE_THAN IS_UPRIGHT IS_YELLOW) var0),0.9170561740229459,1.7861222219653428,12799,0.897766264510484,4.337845953002919e-06
(MORE_THAN IS_UPRIGHT IS_YELLOW),(OR (EXACTLY_1 3 IS_BLUE) (MORE_THAN IS_UPRIGHT IS_YELLOW) var0),0.941910365021613,1.8517771799570255,13156,0.899291557994054,4.2042721528447675e-06
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(AT_LEAST_INTERACTION 1 (TOUCHING IS_WEDGE IS_YELLOW) var0),0.08509972800129617,0.08074647700959758,878,0.6758202335884828,0.0001489508731627524
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(ODD_INTERACTION (ON_TOP_OF IS_YELLOW IS_WEDGE) var0),0.10021868399599043,0.09240617900923098,1061,0.7000890946342209,0.00011864375816584726
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(ODD_INTERACTION (ON_TOP_OF IS_YELLOW IS_HORIZONTAL) var0),0.12527867298740603,0.11251576800896146,1363,0.7307827274086273,8.619478109089137e-05
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(AT_LEAST_INTERACTION 1 (TOUCHING IS_CHEESECAKE IS_YELLOW) var0),0.15695954398597678,0.13743885599978967,1731,0.7570213975090938,5.820744999519019e-05
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(ODD_INTERACTION (ON_TOP_OF IS_YELLOW IS_CHEESECAKE) var0),0.24007979798807355,0.22558068999569514,2772,0.7996600429812838,2.929765660697532e-05
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_WEDGE) var0),0.24325212598705548,0.2311797559968909,2803,0.8005585754669933,2.8707994428332148e-05
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_HORIZONTAL) var0),0.30322422898916557,0.3207919649921678,3502,0.8175296641869559,2.0856379918863034e-05
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(EXACTLY_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_WEDGE) var0),0.30483853199075384,0.32478638199154375,3523,0.8179656142012182,2.0684764400047143e-05
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(EXACTLY_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_HORIZONTAL) var0),0.3791693779894558,0.445331320992409,4453,0.834274699106485,1.5027497164127734e-05
(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE)),(AT_LEAST_INTERACTION 1 (ON_TOP_OF IS_YELLOW IS_CHEESECAKE) var0),0.6724376949450743,1.007862052962082,8258,0.8728068278878144,7.089095757237636e-06
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(ODD_INTERACTION (TOUCHING IS_UPSIDE_DOWN IS_HORIZONTAL) var0),0.16814033302125608,0.19345652601532493,1714,0.7560199912254232,5.966490185218168e-05
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(EXACTLY_INTERACTION 1 (TOUCHING IS_UPSIDE_DOWN IS_HORIZONTAL) var0),0.2154896790325438,0.25520795101328986,2256,0.7822579254812111,3.958243516687809e-05
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(AT_LEAST_INTERACTION 1 (TOUCHING IS_UPSIDE_DOWN IS_HORIZONTAL) var0),0.2239491710315633,0.2658385050144716,2343,0.7855878703951407,3.7041439669163185e-05
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(ODD_INTERACTION (TOUCHING IS_UPSIDE_DOWN IS_FLAT) var0),0.24618168903270998,0.3044322930063572,2564,0.793251164263331,3.2281933239853876e-05
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(EXACTLY_INTERACTION 1 (TOUCHING IS_UPSIDE_DOWN IS_FLAT) var0),0.32048515803035116,0.41753465300917014,3431,0.8160277442826026,2.141623450070721e-05
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(AT_LEAST_INTERACTION 1 (TOUCHING IS_UPSIDE_DOWN IS_FLAT) var0),0.33431390803525574,0.446863297015625,3599,0.8195140082919647,2.0041418746828577e-05
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(ODD_INTERACTION (TOUCHING IS_UPSIDE_DOWN IS_GROUNDED) var0),0.5537524680430579,0.9405598110206483,6602,0.8594355845689334,9.257703087246253e-06
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(EXACTLY_INTERACTION 1 (TOUCHING IS_UPSIDE_DOWN IS_GROUNDED) var0),0.7400409870278963,1.4074778840085855,9362,0.8801009476961061,6.1416749356763205e-06
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(AT_LEAST_INTERACTION 1 (TOUCHING IS_UPSIDE_DOWN IS_GROUNDED) var0),0.7822459580193026,1.5226252920010666,9978,0.8837584060273975,5.747409946819829e-06
(EVEN_INTERACTION (TOUCHING IS_HORIZONTAL IS_UPSIDE_DOWN)),(AT_LEAST_INTERACTION 2 (TOUCHING IS_GROUNDED IS_BLOCK) var0),0.8387667690303715,1.673166783992201,10781,0.8881582387548179,5.243143339900458e-06
(EXACTLY_2 3 IS_BLUE IS_FLAT),(AT_LEAST_1 3 IS_BLUE var0),0.009299386996644898,0.01643477899233403,152,0.3836816662600993,0.0012516414886765556
(EXACTLY_2 3 IS_BLUE IS_FLAT),(AT_LEAST_1 2 IS_BLUE var0),0.015163738990850106,0.033601020987589436,242,0.472526358239543,0.0008170175003844739
(EXACTLY_2 3 IS_BLUE IS_FLAT),(AT_LEAST_2 1 IS_BLUE IS_PYRAMID var0),0.026638891988113755,0.054477140990456974,397,0.5609221924748292,0.0004274394973090653
(EXACTLY_2 3 IS_BLUE IS_FLAT),(ODD_2 IS_BLUE IS_FLAT var0),0.03243015998759802,0.06420235498717375,477,0.5905093993206888,0.00032165659062799635
(EXACTLY_2 3 IS_BLUE IS_FLAT),(MORE_THAN IS_BLUE IS_VERTICAL var0),0.04792451898993022,0.08032842398279172,664,0.6381487326854127,0.00020740109033973682
(EXACTLY_2 3 IS_BLUE IS_FLAT),(AT_LEAST_2 2 IS_BLUE IS_GROUNDED var0),0.08949612199103285,0.11409360297875537,1117,0.7065461037046487,0.00011200700377168349
(EXACTLY_2 3 IS_BLUE IS_FLAT),(EXACTLY_2 3 IS_BLUE IS_FLAT var0),0.10868040800232848,0.13342064098105766,1350,0.7296561504339167,8.736050653751036e-05
(EXACTLY_2 3 IS_BLUE IS_FLAT),(AT_LEAST_2 1 IS_BLUE IS_FLAT var0),0.11264550400483131,0.13770710897824756,1396,0.7335594099522008,8.300556469771235e-05
(EXACTLY_2 3 IS_BLUE IS_FLAT),(AT_LEAST_2 3 IS_BLUE IS_FLAT var0),0.14703001800899074,0.16940482997688378,1765,0.7589621687377175,5.628975412176006e-05
(EXACTLY_2 3 IS_BLUE IS_FLAT),(AT_LEAST_2 2 IS_BLUE IS_FLAT var0),0.17097497201939404,0.19486035998033913,2032,0.7726296958534414,4.626984883812151e-05
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL var0),0.04369273998781864,0.04321106099177996,604,0.6250053560699718,0.00023090775260809136
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(OR (EXACTLY_1 3 IS_PYRAMID) (EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL) var0),3.690249271074208,5.924592863972066,54154,0.9612030902420471,5.591311073206809e-07
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(OR (EXACTLY_1 2 IS_CHEESECAKE) (EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL) var0),4.491153903039958,8.189817120047337,66609,0.9670006158380756,3.8809493676480605e-07
